"id","name","bussines_name","rfc","comments_on_delivery","date_joined","date_created","date_updated","direction_id"
"80","Aceros olv","ACEROS OLV SA DE CV","AOL140902N66","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:46.503916+00","2023-07-19 08:05:58.470256+00","160"
"81","Recicladora Ruiz sa de cv","Recicladora Ruiz sa de cv","RRU160223B54","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:46.660667+00","2023-07-19 08:05:58.699796+00","161"
"82","Rps Lerma","LUIS FRANCO CASTILLO SANTOS","CASL680118KC6","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:46.820912+00","2023-07-19 08:05:58.930241+00","162"
"83","EXHIBICION APLICADA","EXHIBICION APLICADA SA DE CV","EAP1411034J9","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:46.975873+00","2023-07-19 08:05:59.164276+00","163"
"84","CORPORACION DE OCCIDENTE","CORPORACION DE OCCIDENTE, SA DE CV","COC050126PI7","EPP COMPLETO (CASCO Y CHALECO NARANJA) , DOC DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO, HORARIO DE RECEPCIÓN 8 AM a 3 PM","2023-07-19","2023-07-19 08:20:47.128827+00","2023-07-19 08:05:59.397234+00","164"
"85","SRB QUIMICOS CUAUTITLAN IZCALLI","SRB QUIMICOS, SA DE CV","SQU090304D62","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:47.286013+00","2023-07-19 08:05:59.630865+00","165"
"86","Ball metal","Ball metal","RBC021128QF3","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:47.439744+00","2023-07-19 08:05:59.86595+00","166"
"87","Cervecera","Compañía cervecera de Obregón S de R.L de C.V","CMN801123FJ0","","2023-07-19","2023-07-19 08:20:47.593523+00","2023-07-19 08:06:00.099273+00","167"
"88","LKY INDUSTRIAL SERVICES SILAO","LKY INDUSTRIAL SERVICES, S DE RL DE CV","LIS1611047G4","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:47.75568+00","2023-07-19 08:06:00.350834+00","168"
"89","YUSA AUTOPARTS MEXICO","YUSA AUTOPARTS MEXICO, SA DE CV","YAM101206160","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:47.907805+00","2023-07-19 08:06:00.591382+00","169"
"90","TRUPER EDO MEX","TRUPER SA DE CV","THE791105HP2","EPP COMPLETO, DOC DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO, HORARIO DE RECEPCIÓN 8 AM a 5 PM","2023-07-19","2023-07-19 08:20:48.063376+00","2023-07-19 08:06:00.833234+00","170"
"91","DUQUEINE GROUP MÉXICO PARQUE AEROESPACIAL QUERETARO","DUQUEINE GROUP MÉXICO S.A. DE C.V.","DGM100923F2A","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:48.217785+00","2023-07-19 08:06:01.091147+00","171"
"92","PELIKAN MÉXICO PUEBLA","PELIKAN MÉXICO  SA DE CV","PPE6303308C8","EPP COMPLETO, DOC DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO, HORARIO DE RECEPCIÓN 8 AM a 5 PM, NO SE RECIBE DESPUES DE LAS 5","2023-07-19","2023-07-19 08:20:48.376441+00","2023-07-19 08:06:01.321996+00","172"
"93","GATES DE MEXICO TOLUCA","GATES DE MEXICO, SA DE CV","GME580414KFA","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:48.529826+00","2023-07-19 08:06:01.552232+00","173"
"94","VIFRA ESPECIALIDADES QUIMICAS TULTILAN","VIFRA ESPECIALIDADES QUIMICAS, SA DE CV","VEQ090618JY1","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:48.690829+00","2023-07-19 08:06:01.784228+00","174"
"95","ASAHI ALUMINIUM MEXICO SILAO","ASAHI ALUMINIUM MEXICO SA DE CV","AAM120301JS7","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:48.845126+00","2023-07-19 08:06:02.014014+00","175"
"96","TOYODA GOSEI AUTOMOTIVE SEALING MEXICO MEXQUITIC DE CARMONA","TOYODA GOSEI AUTOMOTIVE SEALING MEXICO, SA DE CV","TGA080401LV1","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:48.998117+00","2023-07-19 08:06:02.24906+00","176"
"97","FAURECIA SISTEMAS AUTOMOTRICES DE MEXICO  VILLA DE REYES","FAURECIA SISTEMAS AUTOMOTRICES DE MEXICO SA DE CV","FSA980318AL3","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:49.153852+00","2023-07-19 08:06:02.482875+00","177"
"98","AEROSOLES Y LIQUIDOS  QUERETARO","AEROSOLES Y LIQUIDOS SA DE CV","ALI040624IR5","EPP COMPLETO, DOC DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO, HORARIO DE RECEPCIÓN 8 AM a 4 PM","2023-07-19","2023-07-19 08:20:49.30698+00","2023-07-19 08:06:02.712372+00","178"
"99","NACHIBTECHNOLOGY MEXICO","NACHI TECHNOLOGY MEXICO SA DE CV","NTM140922255","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:49.463019+00","2023-07-19 08:06:02.943766+00","179"
"100","SHOWA AUTOPARTS MEXICO SILAO","SHOWA AUTOPARTS MEXICO","SAM1211014G9","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:49.619628+00","2023-07-19 08:06:03.175251+00","180"
"101","CONTINENTAL RETREAD MORELIA","CONTINENTAL RETREAD MORELIA, SA DE CV","BDC1507245JA","EPP COMPLETO, DOC DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO, HORARIO DE RECEPCIÓN 8 AM a 5 PM","2023-07-19","2023-07-19 08:20:49.776172+00","2023-07-19 08:06:03.404398+00","181"
"102","BONLAM SLP","BONLAM SA DE CV","BON890526CT8","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:49.930313+00","2023-07-19 08:06:03.633135+00","182"
"103","Mc CORD PAYEN DE MEXICO TEPOZTLAN","Mc CORD PAYEN DE MEXICO, S DE RL DE CV","MPM921009KA3","EPP COMPLETO, DOC DE UNIDAD Y OPERADOR VIGENTES (CERTIFICADO DE FUMIGACIÓN), MATERIAL DE SUJECIÓN EN BUEN ESTADO, HORARIO DE RECEPCIÓN 8 AM a 5 PM","2023-07-19","2023-07-19 08:20:50.08545+00","2023-07-19 08:06:03.869181+00","183"
"104","U-SHIN AUTOPARTS MEXICO  IRAPUATO","U-SHIN AUTOPARTS MEXICO S.A. DE C.V.","UAM1201015BA","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:50.239807+00","2023-07-19 08:06:04.102455+00","184"
"105","VORWERK AUTOTEC DE MEXICO LAGOS DE MORENO","VORWERK AUTOTEC DE MEXICO, SA DE CV","VAM131206HT4","EPP COMPLETO, DOC DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO, HORARIO DE RECEPCIÓN 8 AM a 5 PM","2023-07-19","2023-07-19 08:20:50.397467+00","2023-07-19 08:06:04.33589+00","185"
"106","AUTOLIV MEXICO AGS","AUTOLIV MEXICO SA DE CV","AME960412A92","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:50.550248+00","2023-07-19 08:06:04.575626+00","186"
"107","SRB QUIMICOS TEYAHUALCO","SRB QUIMICOS, SA DE CV","SQU090304D62","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:50.702613+00","2023-07-19 08:06:04.804803+00","187"
"108","ALBANY SAFRAN COMPOSITES MEXICOS PARQUE AEROESPACIAL QRO","ALBANY SAFRAN COMPOSITES MEXICO S DE RL SA DE CV","ASC1602093G2","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:50.855702+00","2023-07-19 08:06:05.03544+00","188"
"109","ENVASES XALOSTOC","ENVASES XALOSTOC SA DE CV","EXA660216JLA","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:51.011378+00","2023-07-19 08:06:05.269152+00","189"
"110","PROVEEDORA DE MATERIALES PLÁSTICOS","PROVEEDORA DE MATERIALES PLÁSTICOS SA DE CV","PMP9611297L5","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:51.170043+00","2023-07-19 08:06:05.504967+00","190"
"111","TEKNIA TEPEJI,","TEKNIA TEPEJI, S.A. DE C.V.","TAP740821MJ2","EPP COMPLETO, DOC DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO, HR. RECEPCIÓN 8 AM a 5 PM, MANDAR CARTA PORTE ANTES DE ENTREGAR","2023-07-19","2023-07-19 08:20:51.326339+00","2023-07-19 08:06:05.736133+00","191"
"112","THOR QUÍMICOS DE MÉXICO PEDRO ESCOBEDO","THOR QUÍMICOS DE MÉXICO","TQM041022SG6","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:51.483682+00","2023-07-19 08:06:05.966808+00","192"
"113","IDW DE MEXICIO","IDW DE MEXICO","IME1810122V1","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:51.637408+00","2023-07-19 08:06:06.200526+00","193"
"114","BOCAR LERMA DE VILLADA","BOCAR, SA DE CV","BOC810903877","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:51.792988+00","2023-07-19 08:06:06.463694+00","194"
"115","HOUGHTON MEXICO PARQUE INDUSTRIAL LAS COLINAS","HOUGHTON MEXICO, S.A. DE C.V","TME680927V78","EPP COMPLETO ( CHALECO NEGRO), DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:51.945813+00","2023-07-19 08:06:06.69754+00","195"
"116","CIE CELAYA SAPI","CIE CELAYA SAPI DE CV","CCE001027PF6","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:52.099195+00","2023-07-19 08:06:06.930541+00","196"
"117","OMNI MANUFACTURING SERVICES SANTA ROSA J.","OMNI MANUFACTURING SERVICES, S.A. DE C.V.","OMS991020E55","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:52.253238+00","2023-07-19 08:06:07.16055+00","197"
"118","HITACHI ASTEMO IRAPUATO","HITACHI ASTEMO IRAPUATO S.A. DE C.V","NBM121001AIA","EPP COMPLETO, DOC DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN Y RAMPA EN BUEN ESTADO, HORARIO DE RECEPCIÓN 8 AM a 5 PM","2023-07-19","2023-07-19 08:20:52.405826+00","2023-07-19 08:06:07.398258+00","198"
"119","COMPAÑIA HULERA TORNEL TULTITLAN","COMPAÑIA HULERA TORNEL SA DE CV","HTO830620G40","EPP COMPLETO, ALARMA DE REVERSA, DOC DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO, HORARIO DE RECEPCIÓN 8 AM a 4 PM","2023-07-19","2023-07-19 08:20:52.559644+00","2023-07-19 08:06:07.626076+00","199"
"120","NISHIKAWA SEALING SYSTEMS MEXICO","NISHIKAWA SEALING SYSTEMS MEXICO SA DE CV","NCM1111019H6","EPP COMPLETO, DOC DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO, HORARIO DE RECEPCIÓN 8 AM a 5 PM","2023-07-19","2023-07-19 08:20:52.711758+00","2023-07-19 08:06:07.854284+00","200"
"121","S-RIKO DE QUERETARO PARQUE INDUSTRIAL BERNARDO QUINTANA","S-RIKO DE QUERETARO SAPI DE CV","AME960329NZ9","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:52.870688+00","2023-07-19 08:06:08.086001+00","201"
"122","Jaime Saúl Cesar Cruz Salgado","Jaime Saúl Cesar Cruz Salgado","CUSJ860822MT4","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:53.024812+00","2023-07-19 08:06:08.318227+00","202"
"123","Jaime Saúl Cesar Cruz Salgado CDMX","Jaime Saúl Cesar Cruz Salgado","CUSJ860822MT4","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:53.177817+00","2023-07-19 08:06:08.553236+00","203"
"124","QUIMICA TEUTON","QUIMICA TEUTON SA DE CV","QTE8804189G9","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:53.331168+00","2023-07-19 08:06:08.78423+00","204"
"125","MINERALES INGUARAN","MINERALES INGUARAN SA DE CV","MIN0908317S6","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:53.485648+00","2023-07-19 08:06:09.014463+00","205"
"126","Sanmina-SCI RSP de Mexico","Sanmina-SCI RSP de Mexico, S. A. de C. V.","SRM9812177W9","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:53.644243+00","2023-07-19 08:06:09.247227+00","206"
"127","PIRELLI NEUMATICOS SILAO","PIRELLI NEUMATICOS SA DE CV","PNE101004984","EPP COMPLETO, DOC DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO, HORARIO DE RECEPCIÓN DE 8 AM A 3 PM","2023-07-19","2023-07-19 08:20:53.797409+00","2023-07-19 08:06:09.477826+00","207"
"128","FREUDENBERG NOK SEALING TECHNOLOGIES DE MEXICO CUAUTLA","FREUDENBERG NOK SEALING TECHNOLOGIES DE MEXICO SA DE CV","SME751021B90","EPP COMPLETO, DOC DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO, HORARIO DE RECEPCIÓN DE 8 AM A 4 PM / VIERNES ANTES DE LAS 2 PM","2023-07-19","2023-07-19 08:20:53.949822+00","2023-07-19 08:06:09.710769+00","208"
"129","ESTACION DE GAS LP","ESTACION DE GAS LP","GQX9712164P3","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:54.107695+00","2023-07-19 08:06:09.944781+00","209"
"130","DILTEX SA DE CV TIZAYUCA","DILTEX SA DE CV","DIL851028QL2","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:54.263811+00","2023-07-19 08:06:10.178047+00","210"
"131","CONTITECH MEXICANA SLP","CONTITECH MEXICANA, SA DE CV","CME990531HR4","EPP COMPLETO, DOC DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO, HORARIO DE RECEPCIÓN 8 AM a 5 PM","2023-07-19","2023-07-19 08:20:54.419006+00","2023-07-19 08:06:10.409235+00","211"
"132","INDUSTRIAS MICHELIN QUERETARO","INDUSTRIAS MICHELIN, SA DE CV","IMI9709082M5","EPP COMPLETO, DOC DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO, HORARIO DE RECEPCIÓN 8 AM A 4 PM","2023-07-19","2023-07-19 08:20:54.574109+00","2023-07-19 08:06:10.639229+00","212"
"133","MIGUEL ANGEL SANTANA DAVILA slp","MIGUEL ANGEL SANTANA DAVILA","SADM930804DE4","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:54.731106+00","2023-07-19 08:06:10.873237+00","213"
"134","ALMICON","ALMICON SA DE CV","ALM151019391","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:54.885309+00","2023-07-19 08:06:11.108751+00","214"
"135","NOVARES MEXICO PARQUE INDUSTRIAL SANTA FE III SILAO","NOVARES MEXICO SA DE CV","MME000801FN8","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:55.039438+00","2023-07-19 08:06:11.346698+00","215"
"136","Ticamex","Ticamex","GTI97022684A","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:55.196414+00","2023-07-19 08:06:11.582334+00","216"
"137","VR MANUFACTURING","VR MANUFACTURIN MEXICO SA DE CV","VMM1909065E0","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:55.347542+00","2023-07-19 08:06:11.814845+00","217"
"138","NEW DYNACAST DE MEXICO, S.A. DE C.V.","NEW DYNACAST DE MEXICO, S.A. DE C.V.","IHG8212239Z4","EPP COMPLETO, DOC UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:55.502158+00","2023-07-19 08:06:12.045724+00","218"
"139","GRUPO ABC DE MEXICO","GRUPO ABC DE MEXICO SA DE CV","GAM950228IZ5","EPP COMPLETO, DOC DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO, HORARIO DE RECEPCIÓN 8 AM a 5 PM, SE PEDIRÁ PRUEBA COVID","2023-07-19","2023-07-19 08:20:55.658199+00","2023-07-19 08:06:12.278095+00","219"
"140","MIYAN MANTENIMIENTO INDUSTRIAL Y AUXILIO MECANICO  QUERÉTARO","MIYAN MANTENIMIENTO INDUSTRIAL Y AUXILIO MECANICO S.A. DE C.V.","MMI140620IV3","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:55.814185+00","2023-07-19 08:06:12.509832+00","220"
"141","MIYAN MANTENIMIENTO INDUSTRIAL Y AUXILIO MECANICO (SUCURSAL GUADALAJARA)","MIYAN MANTENIMIENTO INDUSTRIAL Y AUXILIO MECANICO S.A. DE C.V.","MMI140620IV3","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:55.969742+00","2023-07-19 08:06:12.743905+00","221"
"142","AUTONEUM MEXICO OPERATIONS","AUTONEUM MEXICO OPERATIONS, SA DE CV","AMO150428TX9","EPP COMPLETO, DOC DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO, HORARIO DE RECEPCIÓN 8 AM a 5 PM","2023-07-19","2023-07-19 08:20:56.123048+00","2023-07-19 08:06:12.97687+00","222"
"143","ROTOPLAS LEON","ROTOPLAS, SA DE CV","ROT7802026ZA","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:56.276805+00","2023-07-19 08:06:13.20984+00","223"
"144","AVIENT DE MEXICO TOLUCA","AVIENT DE MEXICO SA DE CV","PME940105NT9","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:56.431528+00","2023-07-19 08:06:13.440279+00","224"
"145","VIBRACOUSTIC TOLUCA","VIBRACOUSTIC TOLUCA S.A. DE C.V.","TYS9708288S1","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:56.587831+00","2023-07-19 08:06:13.670478+00","225"
"146","HERSHEY  CD GUZMÁN","Hershey México S.A de C.V.","HME690225IZ3","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:56.742456+00","2023-07-19 08:06:13.900547+00","226"
"147","HERSHEY COLIMA","Hershey México S.A de C.V.","HME690225IZ3","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:56.900485+00","2023-07-19 08:06:14.134919+00","227"
"148","HERSHEY CELAYA","Hershey México S.A de C.V.","HME690225IZ3","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:57.056867+00","2023-07-19 08:06:14.367074+00","228"
"149","HERSHEY IRAPUATO","Hershey México S.A de C.V.","HME690225IZ3","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:57.221151+00","2023-07-19 08:06:14.5979+00","229"
"150","HERSHEY LEON","Hershey México S.A de C.V.","HME690225IZ3","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:57.379789+00","2023-07-19 08:06:14.83249+00","230"
"151","HERSHEY MORELIA","Hershey México S.A de C.V.","HME690225IZ3","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:57.536805+00","2023-07-19 08:06:15.062247+00","231"
"152","HERSHEY ZAMORA","Hershey México S.A de C.V.","HME690225IZ3","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:57.691598+00","2023-07-19 08:06:15.289994+00","232"
"153","HERSHEY URUAPAN","Hershey México S.A de C.V.","HME690225IZ3","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO		","2023-07-19","2023-07-19 08:20:57.84872+00","2023-07-19 08:06:15.520559+00","233"
"154","HERSHEY LÁZARO CÁRDENAS","Hershey México S.A de C.V.","HME690225IZ3","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:58.004816+00","2023-07-19 08:06:15.753139+00","234"
"155","HERSHEY TEPATITLAN","Hershey México S.A de C.V.","HME690225IZ3","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:58.158926+00","2023-07-19 08:06:15.989158+00","235"
"156","HERSHEY MONTENEGRO","Hershey México S.A de C.V","HME690225IZ3","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:58.317291+00","2023-07-19 08:06:16.222988+00","236"
"157","HERSHEY GUADALAJARA","Hershey México S.A de C.V","HME690225IZ3","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:58.474687+00","2023-07-19 08:06:16.456862+00","237"
"158","HERSHEY TEPIC","Hershey México S.A de C.V","HME690225IZ3","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO","2023-07-19","2023-07-19 08:20:58.630427+00","2023-07-19 08:06:16.689077+00","238"
